COVERAGE,YEAR,MONTH,DATE,PRODUCT_GROUP,PRODUCT,MEASUREMENT_UNIT,VOLUME,VALUE,INDEX,STATUS
National,2019,October,01/10/2019,Non-Metallic Minerals,Kaolin,Tons,9935,34000.084,31.447,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Silica Sand,Tons,213635,130958.255,87.259,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Gypsum,Tons,456750,76051.159,107.663,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Phosphate Rock,Tons,37574,59641.173,20.333,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Wollastonite,Tons,7836,58703.425,164.099,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Celestite,Tons,3018,3177.378,53.433,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Feldspar,Tons,27349,23574.838,199.526,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Salt,Tons,790302,282417.581,100.236,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Diatomite,Tons,7729,27898.274,106.043,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Sodium Sulfate,Tons,59621,175161.311,111.528,Final Figures.
National,2019,October,01/10/2019,Non-Metallic Minerals,Magnesium Sulfate,Tons,5632,19799.6,149.255,Final Figures.
National,2019,November,01/11/2019,Precious Metals,Gold,Kilograms,5960.6,5450922.318,73.016,Final Figures.
National,2019,November,01/11/2019,Precious Metals,Silver,Kilograms,304276,3250259.88,75.116,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Lead,Tons,16128,633204.859,96.593,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Copper,Tons,40814,4620389.92,119.697,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Zinc,Tons,37595,1770590.049,107.181,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Cadmium,Tons,54,2591.074,44.659,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Selenium,Tons,8,3794.851,72.727,Final Figures.
National,2019,November,01/11/2019,Non-Ferrous Industrial Metals,Molybdenum,Tons,1365,702735.276,130.393,Final Figures.
National,2019,November,01/11/2019,Steel Metals and Minerals,Non-Coking Coal,Tons,476201,291087.623,43.737,Final Figures.
National,2019,November,01/11/2019,Steel Metals and Minerals,Coke,Tons,74005,448890.204,40.069,Final Figures.
National,2019,November,01/11/2019,Steel Metals and Minerals,Iron Pellets,Tons,560630,775670.437,83.123,Final Figures.
National,2019,November,01/11/2019,Steel Metals and Minerals,Manganese,Tons,21426,66829.128,121.532,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Sulfur,Tons,26985,25757.83,31.566,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Graphite,Tons,0,0,0,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Barite,Tons,37903,78489.305,380.928,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Dolomite,Tons,517521,103109.849,70.922,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Fluorite,Tons,92688,272983.585,91.886,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Kaolin,Tons,9787,29263.159,30.979,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Silica Sand,Tons,216746,132865.298,88.53,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Gypsum,Tons,494603,82351.399,116.586,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Phosphate Rock,Tons,33267,33089.554,18.003,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Wollastonite,Tons,7627,29118.086,159.722,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Celestite,Tons,2090,3177.377,37.003,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Feldspar,Tons,26823,23121.426,195.688,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Salt,Tons,640746,181929.575,81.267,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Diatomite,Tons,7730,28080.037,106.056,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Sodium Sulfate,Tons,61349,178277.433,114.76,Final Figures.
National,2019,November,01/11/2019,Non-Metallic Minerals,Magnesium Sulfate,Tons,5002,17525.287,132.559,Final Figures.
National,2019,December,01/12/2019,Precious Metals,Gold,Kilograms,6606.9,6008261.884,80.929,Final Figures.
National,2019,December,01/12/2019,Precious Metals,Silver,Kilograms,350473,3681127.112,86.52,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Lead,Tons,14561,529058.239,87.208,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Copper,Tons,40389,4682333.376,118.451,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Zinc,Tons,29164,1268850.559,83.145,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Cadmium,Tons,0,0,0,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Selenium,Tons,6,2635.856,54.545,Final Figures.
National,2019,December,01/12/2019,Non-Ferrous Industrial Metals,Molybdenum,Tons,1519,771091.289,145.104,Final Figures.
National,2019,December,01/12/2019,Steel Metals and Minerals,Non-Coking Coal,Tons,378526,228098.594,34.766,Final Figures.
National,2019,December,01/12/2019,Steel Metals and Minerals,Coke,Tons,70137,432930.592,37.975,Final Figures.
National,2019,December,01/12/2019,Steel Metals and Minerals,Iron Pellets,Tons,573728,890819.13,85.065,Final Figures.
National,2019,December,01/12/2019,Steel Metals and Minerals,Manganese,Tons,17270,54396.651,97.958,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Sulfur,Tons,32266,16706.883,37.744,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Graphite,Tons,93,625.299,15.888,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Barite,Tons,32270,65664.674,324.316,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Dolomite,Tons,499604,100326.978,68.466,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Fluorite,Tons,97008,352819.648,96.168,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Kaolin,Tons,9900,31668.506,31.337,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Silica Sand,Tons,214768,131652.784,87.722,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Gypsum,Tons,511239,85121.293,120.507,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Phosphate Rock,Tons,42355,26523.887,22.921,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Wollastonite,Tons,7081,28031.994,148.288,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Celestite,Tons,2986,3714.82,52.867,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Feldspar,Tons,22252,19181.224,162.34,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Salt,Tons,677880,242515.637,85.977,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Diatomite,Tons,7742,28050.11,106.221,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Sodium Sulfate,Tons,67406,199294.737,126.091,Final Figures.
National,2019,December,01/12/2019,Non-Metallic Minerals,Magnesium Sulfate,Tons,4757,16878.949,126.066,Final Figures.
National,2020,January,01/01/2020,Precious Metals,Gold,Kilograms,5676.4,5355652.426,69.525,Final Figures.
National,2020,January,01/01/2020,Precious Metals,Silver,Kilograms,326215,3544837.759,80.532,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Lead,Tons,16308,589709.057,97.671,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Copper,Tons,42958,4883180.093,125.985,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Zinc,Tons,34980,1545913.916,99.726,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Cadmium,Tons,58,3301.116,47.967,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Selenium,Tons,8,4360.338,72.727,Final Figures.
National,2020,January,01/01/2020,Non-Ferrous Industrial Metals,Molybdenum,Tons,1394,701667.845,133.164,Final Figures.
National,2020,January,01/01/2020,Steel Metals and Minerals,Non-Coking Coal,Tons,312549,183121.49,28.706,Final Figures.
National,2020,January,01/01/2020,Steel Metals and Minerals,Coke,Tons,58647,332482.452,31.754,Final Figures.
National,2020,January,01/01/2020,Steel Metals and Minerals,Iron Pellets,Tons,567591,1202503.605,84.155,Final Figures.
National,2020,January,01/01/2020,Steel Metals and Minerals,Manganese,Tons,20713,73169.082,117.488,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Sulfur,Tons,29625,28829.717,34.654,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Graphite,Tons,195,1427.505,33.314,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Barite,Tons,35682,76466.776,358.607,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Dolomite,Tons,791264,128114.346,108.436,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Fluorite,Tons,74799,263781.965,74.152,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Kaolin,Tons,22682,70091.758,71.796,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Silica Sand,Tons,215902,132347.926,88.185,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Gypsum,Tons,542609,93593.541,127.902,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Phosphate Rock,Tons,49778,32387.458,26.938,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Wollastonite,Tons,8605,28730.056,180.203,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Celestite,Tons,1963,2222.995,34.755,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Feldspar,Tons,15768,13592.016,115.036,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Salt,Tons,708104,256011.461,89.81,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Diatomite,Tons,12473,45444.502,171.131,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Sodium Sulfate,Tons,66633,176188.513,124.645,Final Figures.
National,2020,January,01/01/2020,Non-Metallic Minerals,Magnesium Sulfate,Tons,4838,14510.884,128.213,Final Figures.
National,2020,February,01/02/2020,Precious Metals,Gold,Kilograms,5637.2,5450810.667,69.048,Final Figures.
National,2020,February,01/02/2020,Precious Metals,Silver,Kilograms,307516,3332943.859,75.915,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Lead,Tons,12867,452980.75,77.063,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Copper,Tons,40107,4291868.745,117.624,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Zinc,Tons,34846,1386361.6,99.344,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Cadmium,Tons,121,6188.883,100.069,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Selenium,Tons,8,5081.34,72.727,Final Figures.
National,2020,February,01/02/2020,Non-Ferrous Industrial Metals,Molybdenum,Tons,1307,680705.967,124.853,Final Figures.
National,2020,February,01/02/2020,Steel Metals and Minerals,Non-Coking Coal,Tons,281524,164717.243,25.857,Final Figures.
National,2020,February,01/02/2020,Steel Metals and Minerals,Coke,Tons,56619,319141.713,30.656,Final Figures.
National,2020,February,01/02/2020,Steel Metals and Minerals,Iron Pellets,Tons,536085,1102830.553,79.483,Final Figures.
National,2020,February,01/02/2020,Steel Metals and Minerals,Manganese,Tons,19681,73255.099,111.634,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Sulfur,Tons,26283,20072.117,30.745,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Graphite,Tons,152,967.381,25.968,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Barite,Tons,33444,75509.964,336.115,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Dolomite,Tons,756320,165997.114,103.647,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Fluorite,Tons,78602,205733.739,77.922,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Kaolin,Tons,4060,13270.89,12.851,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Silica Sand,Tons,201245,123363.185,82.198,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Gypsum,Tons,499947,83241.176,117.846,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Phosphate Rock,Tons,56337,37098.76,30.487,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Wollastonite,Tons,7725,29668.156,161.774,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Celestite,Tons,2807,3205.103,49.698,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Feldspar,Tons,15856,13667.872,115.678,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Salt,Tons,696537,250649.536,88.343,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Diatomite,Tons,12426,45147.373,170.486,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Sodium Sulfate,Tons,61905,186790.042,115.8,Final Figures.
National,2020,February,01/02/2020,Non-Metallic Minerals,Magnesium Sulfate,Tons,4796,17097.822,127.1,Final Figures.
National,2020,March,01/03/2020,Precious Metals,Gold,Kilograms,6165.4,7032627.335,75.515,Final Figures.
National,2020,March,01/03/2020,Precious Metals,Silver,Kilograms,347102,3719391.102,85.688,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Lead,Tons,15530,601587.01,93.012,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Copper,Tons,43514,5009147.464,127.616,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Zinc,Tons,43683,1846909.938,124.537,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Cadmium,Tons,63,2868.84,52.102,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Selenium,Tons,11,7689.494,100,Final Figures.
National,2020,March,01/03/2020,Non-Ferrous Industrial Metals,Molybdenum,Tons,1490,898633.298,142.334,Final Figures.
National,2020,March,01/03/2020,Steel Metals and Minerals,Non-Coking Coal,Tons,280691,162786.24,25.78,Final Figures.
National,2020,March,01/03/2020,Steel Metals and Minerals,Coke,Tons,60437,328089.809,32.723,Final Figures.
National,2020,March,01/03/2020,Steel Metals and Minerals,Iron Pellets,Tons,478088,1158437.864,70.884,Final Figures.
National,2020,March,01/03/2020,Steel Metals and Minerals,Manganese,Tons,20381,85612.032,115.605,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Sulfur,Tons,27148,21443.581,31.757,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Graphite,Tons,234,1519.002,39.977,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Barite,Tons,12934,27721.572,129.988,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Dolomite,Tons,766759,141973.863,105.078,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Fluorite,Tons,76185,206001.954,75.526,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Kaolin,Tons,16713,57217.942,52.902,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Silica Sand,Tons,200227,122739.151,81.782,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Gypsum,Tons,526268,87623.622,124.05,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Phosphate Rock,Tons,52893,26905.929,28.623,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Wollastonite,Tons,7442,35597.936,155.848,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Celestite,Tons,3235,3694.046,57.275,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Feldspar,Tons,17441,15034.142,127.242,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Salt,Tons,585071,242320.026,74.206,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Diatomite,Tons,12010,43492.81,164.778,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Sodium Sulfate,Tons,63625,184827.38,119.018,Final Figures.
National,2020,March,01/03/2020,Non-Metallic Minerals,Magnesium Sulfate,Tons,4730,17236.617,125.351,Final Figures.
National,2020,April,01/04/2020,Precious Metals,Gold,Kilograms,4565.6,5975698.715,55.929,Final Figures.
National,2020,April,01/04/2020,Precious Metals,Silver,Kilograms,203234,2382806.882,50.172,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Lead,Tons,10160,390046.926,60.85,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Copper,Tons,40606,4964775.952,119.087,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Zinc,Tons,23249,1069224.222,66.281,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Cadmium,Tons,48,2303.177,39.697,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Selenium,Tons,6,4280.389,54.545,Final Figures.
National,2020,April,01/04/2020,Non-Ferrous Industrial Metals,Molybdenum,Tons,1362,850684.929,130.107,Final Figures.
National,2020,April,01/04/2020,Steel Metals and Minerals,Non-Coking Coal,Tons,16719,9791.313,1.536,Final Figures.
National,2020,April,01/04/2020,Steel Metals and Minerals,Coke,Tons,57488,319000.28,31.126,Final Figures.
National,2020,April,01/04/2020,Steel Metals and Minerals,Iron Pellets,Tons,463312,1206819.981,68.694,Final Figures.
National,2020,April,01/04/2020,Steel Metals and Minerals,Manganese,Tons,6689,36675.487,37.941,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Sulfur,Tons,27366,30087.412,32.012,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Graphite,Tons,220,1400.605,37.585,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Barite,Tons,1148,5139.232,11.537,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Dolomite,Tons,663365,167296.673,90.908,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Fluorite,Tons,69968,186887.187,69.362,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Kaolin,Tons,14896,50293.454,47.15,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Silica Sand,Tons,189090,115912.17,77.233,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Gypsum,Tons,389356,64827.774,91.778,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Phosphate Rock,Tons,44159,22359.336,23.897,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Wollastonite,Tons,4337,23675.297,90.824,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Celestite,Tons,2139,2423.053,37.871,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Feldspar,Tons,21338,18393.356,155.672,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Salt,Tons,601846,279942.648,76.333,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Diatomite,Tons,10372,37409.906,142.305,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Sodium Sulfate,Tons,62832,184572.581,117.535,Final Figures.
National,2020,April,01/04/2020,Non-Metallic Minerals,Magnesium Sulfate,Tons,5315,19573.737,140.854,Final Figures.
National,2020,May,01/05/2020,Precious Metals,Gold,Kilograms,3930.4,5073485.024,48.139,Final Figures.
National,2020,May,01/05/2020,Precious Metals,Silver,Kilograms,251399,3084868.16,62.062,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Lead,Tons,9693,368424.205,58.053,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Copper,Tons,39631,4881935.987,116.228,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Zinc,Tons,11343,524926.567,32.338,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Cadmium,Tons,96,4625.468,79.394,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Selenium,Tons,12,7758.762,109.091,Final Figures.
National,2020,May,01/05/2020,Non-Ferrous Industrial Metals,Molybdenum,Tons,1477,933349.207,141.092,Final Figures.
National,2020,May,01/05/2020,Steel Metals and Minerals,Non-Coking Coal,Tons,15850,9465.553,1.456,Final Figures.
National,2020,May,01/05/2020,Steel Metals and Minerals,Coke,Tons,57913,324628.947,31.356,Final Figures.
National,2020,May,01/05/2020,Steel Metals and Minerals,Iron Pellets,Tons,497216,1236221.983,73.72,Final Figures.
National,2020,May,01/05/2020,Steel Metals and Minerals,Manganese,Tons,20767,134266.702,117.794,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Sulfur,Tons,24574,36010.346,28.746,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Graphite,Tons,0,0,0,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Barite,Tons,28538,143449.111,286.809,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Dolomite,Tons,628926,162213.223,86.189,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Fluorite,Tons,63593,178554.581,63.043,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Kaolin,Tons,9056,30580.944,28.665,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Silica Sand,Tons,157967,96833.771,64.521,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Gypsum,Tons,412084,68612.81,97.135,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Phosphate Rock,Tons,53649,222622.641,29.032,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Wollastonite,Tons,6392,29786.969,133.859,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Celestite,Tons,3452,4360.722,61.117,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Feldspar,Tons,18216,15702.192,132.896,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Salt,Tons,739506,334715.206,93.793,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Diatomite,Tons,9228,33351.911,126.609,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Sodium Sulfate,Tons,65147,190050.346,121.865,Final Figures.
National,2020,May,01/05/2020,Non-Metallic Minerals,Magnesium Sulfate,Tons,5841,21570.69,154.793,Final Figures.
National,2020,June,01/06/2020,Precious Metals,Gold,Kilograms,5601.5,6950699.654,68.619,Final Figures.
National,2020,June,01/06/2020,Precious Metals,Silver,Kilograms,327389,4151829.168,80.821,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Lead,Tons,14985,580546.305,89.748,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Copper,Tons,40687,5190775.511,119.325,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Zinc,Tons,32049,1440356.643,91.37,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Antimony,Tons,0,0,0,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Arsenic,Tons,0,0,0,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Bismuth,Tons,0,0,0,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Tin,Tons,0,0,0,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Cadmium,Tons,116,6249.868,95.934,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Selenium,Tons,9,5369.352,81.818,Final Figures.
National,2020,June,01/06/2020,Non-Ferrous Industrial Metals,Molybdenum,Tons,1557,921915.582,148.734,Final Figures.
National,2020,June,01/06/2020,Steel Metals and Minerals,Non-Coking Coal,Tons,362881,218776.237,33.329,Final Figures.
National,2020,June,01/06/2020,Steel Metals and Minerals,Coke,Tons,56669,315542.626,30.683,Final Figures.
National,2020,June,01/06/2020,Steel Metals and Minerals,Iron Pellets,Tons,492953,1128720.641,73.088,Final Figures.
National,2020,June,01/06/2020,Steel Metals and Minerals,Manganese,Tons,20058,105877.932,113.773,Final Figures.
